thisN,thisTrialN,thisRepN,expBlk.thisRepN,expBlk.thisTrialN,expBlk.thisN,expBlk.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,blockInit.started,blockInit.stopped,trlInit.started,trlInit.stopped,fixationCircle.started,fixationCircle.stopped,stim.started,stim.stopped,stimT,preCueRest.started,preCueRest.stopped,retrocue.started,retrocue.stopped,delayCode_2.started,delayCode_2.stopped,testingBlk.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.047683600103482604,0.04798250016756356,,,,,,,,,,,,,,,,,183127,001,2025-05-27_20h38.58.570,KeoghRevisedRetrocueTask,2024.2.4,74.98758952054301,2025-05-27 20h39.04.509289 -0700,
0,0,0,0,0,0,0,0,0,0,0,0.051626000087708235,,,,0.04815600020810962,0.04831780004315078,0.04861650010570884,0.04877810017205775,0.05167090008035302,0.5489724001381546,0.5643054000101984,3.5541999000124633,3,3.5574463000521064,4.054594699991867,4.058821400161833,4.5550317000597715,4.556950600119308,4.557136800140142,4.581890300149098,,,,,,,,
