thisN,thisTrialN,thisRepN,expBlk.thisRepN,expBlk.thisTrialN,expBlk.thisN,expBlk.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,blockInit.started,blockInit.stopped,trlInit.started,trlInit.stopped,fixationCircle.started,fixationCircle.stopped,stim.started,stim.stopped,stimT,preCueRest.started,preCueRest.stopped,retrocue.started,retrocue.stopped,delayCode_2.started,delayCode_2.stopped,testingBlk.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.04606480011716485,0.04637200012803078,,,,,,,,,,,,,,,,,991802,001,2025-05-27_20h39.48.056,KeoghRevisedRetrocueTask,2024.2.4,74.7157439361493,2025-05-27 20h39.53.164784 -0700,
0,0,0,0,0,0,0,0,0,0,0,0.04954489995725453,,,,0.04652850003913045,0.04669920005835593,0.0469713001511991,0.04710049997083843,0.04960969998501241,0.5472536999732256,0.5604042001068592,3.5586524000391364,3,3.561960899969563,4.059051100164652,4.06191339995712,4.559469599975273,4.5612987000495195,4.5614726999774575,4.584704400040209,,,,,,,,
