thisN,thisTrialN,thisRepN,expBlk.thisRepN,expBlk.thisTrialN,expBlk.thisN,expBlk.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,blockInit.started,blockInit.stopped,trlInit.started,trlInit.stopped,fixationCircle.started,fixationCircle.stopped,stim.started,stim.stopped,stimT,preCueRest.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.056752300006337464,0.05704939994029701,,,,,,,,,,,647598,001,2025-05-27_20h02.22.234,KeoghRevisedRetrocueTask,2024.2.4,75.75912539747065,2025-05-27 20h02.26.183870 -0700,
0,0,0,0,0,0,0,0,0,0,0,0.06587709998711944,,,,0.05721710005309433,0.05737059994135052,0.05764180002734065,0.057872300036251545,0.06682760000694543,0.5580598999513313,0.5872044999850914,3.5786082999547943,3,3.589493199950084,,,,,,,,
