thisN,thisTrialN,thisRepN,expBlk.thisRepN,expBlk.thisTrialN,expBlk.thisN,expBlk.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,blockInit.started,blockInit.stopped,trlInit.started,trlInit.stopped,fixationCircle.started,fixationCircle.stopped,stim.started,stim.stopped,stimT,preCueRest.started,preCueRest.stopped,retrocue.started,retrocue.stopped,delayCode_2.started,delayCode_2.stopped,testingBlk.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.04753259988501668,0.047822299879044294,,,,,,,,,,,,,,,,,415449,001,2025-05-27_20h42.24.882,KeoghRevisedRetrocueTask,2024.2.4,74.8287917883851,2025-05-27 20h42.28.165351 -0700,
0,0,0,0,0,0,0,0,0,0,0,0.0514576998539269,,,,0.04797869990579784,0.04813569993712008,0.048394199926406145,0.04851979995146394,0.05151119991205633,0.5487224999815226,0.5549235998187214,3.553907599998638,3,3.5572746000252664,4.054288599872962,4.056390899932012,4.5547482999973,4.556757599813864,4.5569435998331755,4.583806099835783,,,,,,,,
