thisN,thisTrialN,thisRepN,expBlk.thisRepN,expBlk.thisTrialN,expBlk.thisN,expBlk.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,blockInit.started,blockInit.stopped,trlInit.started,trlInit.stopped,fixationCircle.started,fixationCircle.stopped,stim.started,stim.stopped,stimT,preCueRest.started,preCueRest.stopped,retrocue.started,retrocue.stopped,delayCode_2.started,delayCode_2.stopped,testingBlk.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.049472899874672294,0.04973829980008304,,,,,,,,,,,,,,,,,988303,001,2025-05-27_20h44.31.964,KeoghRevisedRetrocueTask,2024.2.4,74.95060749640115,2025-05-27 20h44.35.191770 -0700,
0,0,0,0,0,0,0,0,0,0,0,0.05323439999483526,,,,0.04989969986490905,0.05007529980503023,0.05035919998772442,0.0505154998973012,0.053281999891623855,0.5507288000080734,0.5588356999214739,3.556987499818206,3,3.5593413999304175,4.057354499818757,4.05954679986462,4.557857099920511,4.559561799978837,4.559709299821407,4.584590199869126,,,,,,,,
