thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,fixationCircle.started,fixationCircle.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.219278900000063,0.21972669999740901,,,414600,001,2025-05-05_17h31.15.557,KeoghRevisedRetrocueTask,2024.2.4,59.84601620000537,2025-05-05 17h31.20.507447 -0700,
0,0,0,0,0,0,0,0.24299469999823486,,,,0.2443889999995008,0.24481439999726717,,,,,,,,
