thisN,thisTrialN,thisRepN,expBlk.thisRepN,expBlk.thisTrialN,expBlk.thisN,expBlk.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,blockInit.started,blockInit.stopped,trlInit.started,trlInit.stopped,fixationCircle.started,fixationCircle.stopped,stim.started,stim.stopped,stimT,preCueRest.started,preCueRest.stopped,retrocue.started,retrocue.stopped,delayCode_2.started,delayCode_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.048082999885082245,0.048369199968874454,,,,,,,,,,,,,,,,330708,001,2025-05-27_20h27.46.427,KeoghRevisedRetrocueTask,2024.2.4,74.68059108800806,2025-05-27 20h27.49.919821 -0700,
0,0,0,0,0,0,0,0,0,0,0,0.051812199875712395,,,,0.048530800035223365,0.04865620005875826,0.04894919996149838,0.049074399983510375,0.05186169990338385,0.5493753000628203,0.5577555999625474,3.556416800012812,3,3.558619000017643,4.056784000014886,4.05903370003216,4.5572015000507236,4.559087699977681,4.559283300070092,,,,,,,,
