thisN,thisTrialN,thisRepN,expBlk.thisRepN,expBlk.thisTrialN,expBlk.thisN,expBlk.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,blockInit.started,blockInit.stopped,trlInit.started,trlInit.stopped,fixationCircle.started,fixationCircle.stopped,stim.started,stim.stopped,stimT,preCueRest.started,preCueRest.stopped,retrocue.started,retrocue.stopped,delayCode_2.started,delayCode_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.08706410008016974,0.08735480008181185,,,,,,,,,,,,,,,,325928,001,2025-05-27_19h21.14.743,KeoghRevisedRetrocueTask,2024.2.4,74.85646268122068,2025-05-27 19h21.18.886119 -0700,
0,0,0,0,0,0,0,0,0,0,0,0.10485020000487566,,,,0.08782300003804266,0.08796550007537007,0.08830519998446107,0.08843570004682988,0.10580670007038862,0.10595300002023578,0.14598060003481805,3.1332645000657067,3,3.1495934000704437,3.63368760002777,3.6415056000696495,4.134132200037129,4.150061900028959,4.15020740008913,325928,001,2025-05-27_19h21.14.743,KeoghRevisedRetrocueTask,2024.2.4,74.85646268122068,2025-05-27 19h21.18.886119 -0700,
1,0,1,0,0,0,0,1,0,1,0,4.161023400025442,,,,,,4.150356400059536,4.1504920000443235,4.1620128999929875,4.162148499977775,4.2021632000105456,7.188495200010948,3,7.205271500046365,7.6888354000402614,7.700140600092709,8.189223500085063,8.207294000079855,8.207435499993153,325928,001,2025-05-27_19h21.14.743,KeoghRevisedRetrocueTask,2024.2.4,74.85646268122068,2025-05-27 19h21.18.886119 -0700,
2,0,2,,,,,2,0,2,0,8.218257100088522,,,,,,8.207585700089112,8.207691700081341,8.219144000089727,8.219281200086698,8.259720400092192,11.245857400004752,3,11.263877600082196,,,,,,,,,,,,,
