thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,fixationCircle.started,fixationCircle.stopped,retrocue.started,retrocue.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.16523049999887007,0.16579730000012205,,,,,191155,001,2025-05-05_17h31.52.570,KeoghRevisedRetrocueTask,2024.2.4,59.83745753132467,2025-05-05 17h31.58.054523 -0700,
0,0,0,0,0,0,0,0.1892504999996163,,,,0.19113089999882504,0.19166369999948074,0.20550449999791454,0.206021599999076,,,,,,,,
