thisN,thisTrialN,thisRepN,probeMouse.x,probeMouse.y,probeMouse.leftButton,probeMouse.midButton,probeMouse.rightButton,probeMouse.time,probeMouse.mouseOnProbes,expBlk.thisRepN,expBlk.thisTrialN,expBlk.thisN,expBlk.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,blockInit.started,blockInit.stopped,trlInit.started,trlInit.stopped,fixationCircle.started,fixationCircle.stopped,stim.started,stim.stopped,stimT,preCueRest.started,preCueRest.stopped,retrocue.started,retrocue.stopped,delayCode_2.started,delayCode_2.stopped,testingBlk.started,testingBlk.stopped,trials.probeMouse.x,trials.probeMouse.y,trials.probeMouse.leftButton,trials.probeMouse.midButton,trials.probeMouse.rightButton,trials.probeMouse.time,trials.probeMouse.mouseOnProbes,rspIndex,missingRsp,ITI.started,ITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,0.1397653000894934,0.140313999960199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167447,001,2025-06-25_15h56.16.820,KeoghRevisedRetrocueTask,2024.2.4,60.07048672835638,2025-06-25 15h56.22.503375 -0700,
0,0,0,"[-0.10833333333333334, -0.10833333333333334, -0.10833333333333334, -0.10833333333333334, -0.1075, -0.1075, -0.1075, -0.1075, -0.1075, -0.1075, -0.1075, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.105, -0.105, -0.10416666666666667, -0.09666666666666666, -0.09166666666666666, -0.08083333333333333, -0.075, -0.06916666666666667, -0.06583333333333333, -0.06333333333333334, -0.060833333333333336, -0.0575, -0.05583333333333333, -0.051666666666666666, -0.04833333333333333, -0.04583333333333333, -0.04416666666666667, -0.04416666666666667, -0.04416666666666667, -0.04416666666666667, -0.04416666666666667, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333]","[0.08916666666666667, 0.08916666666666667, 0.09, 0.09, 0.09083333333333334, 0.09166666666666666, 0.0925, 0.09333333333333334, 0.09416666666666666, 0.095, 0.095, 0.09666666666666666, 0.0975, 0.0975, 0.09916666666666667, 0.1, 0.1, 0.09833333333333333, 0.09166666666666666, 0.060833333333333336, 0.041666666666666664, 0.0225, 0.015, 0.011666666666666667, 0.01, 0.01, 0.009166666666666667, 0.008333333333333333, 0.008333333333333333, 0.010833333333333334, 0.016666666666666666, 0.020833333333333332, 0.028333333333333332, 0.03166666666666667, 0.03333333333333333, 0.034166666666666665, 0.035, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.03407729999162257, 0.05089159985072911, 0.06707679992541671, 0.08379159984178841, 0.1003139999229461, 0.11859999992884696, 0.13464879989624023, 0.15073589980602264, 0.16756689990870655, 0.1846604999154806, 0.20095509989187121, 0.21789389988407493, 0.23429049993865192, 0.25155639997683465, 0.2681187998969108, 0.2846760000102222, 0.3014747998677194, 0.3184872998390347, 0.33457849989645183, 0.35079039982520044, 0.36762179993093014, 0.38510459987446666, 0.4010723999235779, 0.41838549985550344, 0.43421479989774525, 0.4505462998058647, 0.46782079990953207, 0.4845091998577118, 0.5011576998513192, 0.5177184999920428, 0.5341630999464542, 0.5510469998698682, 0.5675180000253022, 0.5842338998336345, 0.600964599987492, 0.6180116999894381, 0.6346698999404907, 0.6509783999063075, 0.6675531999208033, 0.6842333998065442, 0.700927099911496, 0.7181676998734474, 0.7343876999802887, 0.7509416998364031, 0.7670673998072743, 0.7838321998715401, 0.8018384999595582, 0.8174355998635292, 0.8342277999036014, 0.850661400007084, 0.8673717998899519, 0.8838341999799013, 0.90150439995341, 0.9171478999778628, 0.9341001999564469, 0.9506277998443693, 0.967683200025931, 0.9841028000228107, 1.0004833999555558, 1.0190139999613166]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",0,0,0,0,0,0,0,0,0.1488407999277115,,,,0.14059749990701675,0.14090889994986355,0.1416281999554485,0.14191420003771782,0.14910409995354712,0.6421944999601692,0.6532022999599576,3.6501335999928415,3,3.6549682000186294,4.150770700071007,4.155688700033352,4.651443700073287,6.657973000081256,6.65869119996205,6.680483999894932,7.683165099937469,"[-0.10833333333333334, -0.10833333333333334, -0.10833333333333334, -0.10833333333333334, -0.1075, -0.1075, -0.1075, -0.1075, -0.1075, -0.1075, -0.1075, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.10666666666666667, -0.105, -0.105, -0.10416666666666667, -0.09666666666666666, -0.09166666666666666, -0.08083333333333333, -0.075, -0.06916666666666667, -0.06583333333333333, -0.06333333333333334, -0.060833333333333336, -0.0575, -0.05583333333333333, -0.051666666666666666, -0.04833333333333333, -0.04583333333333333, -0.04416666666666667, -0.04416666666666667, -0.04416666666666667, -0.04416666666666667, -0.04416666666666667, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333, -0.04583333333333333]","[0.08916666666666667, 0.08916666666666667, 0.09, 0.09, 0.09083333333333334, 0.09166666666666666, 0.0925, 0.09333333333333334, 0.09416666666666666, 0.095, 0.095, 0.09666666666666666, 0.0975, 0.0975, 0.09916666666666667, 0.1, 0.1, 0.09833333333333333, 0.09166666666666666, 0.060833333333333336, 0.041666666666666664, 0.0225, 0.015, 0.011666666666666667, 0.01, 0.01, 0.009166666666666667, 0.008333333333333333, 0.008333333333333333, 0.010833333333333334, 0.016666666666666666, 0.020833333333333332, 0.028333333333333332, 0.03166666666666667, 0.03333333333333333, 0.034166666666666665, 0.035, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375, 0.0375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.03407729999162257, 0.05089159985072911, 0.06707679992541671, 0.08379159984178841, 0.1003139999229461, 0.11859999992884696, 0.13464879989624023, 0.15073589980602264, 0.16756689990870655, 0.1846604999154806, 0.20095509989187121, 0.21789389988407493, 0.23429049993865192, 0.25155639997683465, 0.2681187998969108, 0.2846760000102222, 0.3014747998677194, 0.3184872998390347, 0.33457849989645183, 0.35079039982520044, 0.36762179993093014, 0.38510459987446666, 0.4010723999235779, 0.41838549985550344, 0.43421479989774525, 0.4505462998058647, 0.46782079990953207, 0.4845091998577118, 0.5011576998513192, 0.5177184999920428, 0.5341630999464542, 0.5510469998698682, 0.5675180000253022, 0.5842338998336345, 0.600964599987492, 0.6180116999894381, 0.6346698999404907, 0.6509783999063075, 0.6675531999208033, 0.6842333998065442, 0.700927099911496, 0.7181676998734474, 0.7343876999802887, 0.7509416998364031, 0.7670673998072743, 0.7838321998715401, 0.8018384999595582, 0.8174355998635292, 0.8342277999036014, 0.850661400007084, 0.8673717998899519, 0.8838341999799013, 0.90150439995341, 0.9171478999778628, 0.9341001999564469, 0.9506277998443693, 0.967683200025931, 0.9841028000228107, 1.0004833999555558, 1.0190139999613166]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1,True,7.699657500023022,7.69988780003041,167447,001,2025-06-25_15h56.16.820,KeoghRevisedRetrocueTask,2024.2.4,60.07048672835638,2025-06-25 15h56.22.503375 -0700,
1,0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008333333333333333, 0.019166666666666665, 0.024166666666666666, 0.0275, 0.03, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025, 0.005, 0.005833333333333334, 0.006666666666666667, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.033836300019174814, 0.050425800029188395, 0.06717200018465519, 0.08410220011137426, 0.10032700002193451, 0.11727190017700195, 0.13373810006305575, 0.15061750006861985, 0.16727000009268522, 0.1837503002025187, 0.2006295002065599, 0.217214000178501, 0.2338037001900375, 0.2505160002037883, 0.26696670008823276, 0.28378820000216365, 0.30040940013714135, 0.31710160011425614, 0.3340364000760019, 0.35036750021390617, 0.3672628002241254, 0.3840422001667321, 0.4004991000983864, 0.41727880015969276, 0.4350736001506448, 0.4519503000192344, 0.46841690014116466, 0.4843703000806272, 0.501017700182274, 0.5172651000320911, 0.5338088001590222, 0.5512449000962079, 0.5671648001298308, 0.5837182002142072, 0.6014060000889003, 0.617199000203982, 0.6340211001224816, 0.6510281001683325, 0.667280700057745, 0.6841123001649976, 0.7008387001696974, 0.7171299001201987, 0.7337730000726879, 0.750650100177154, 0.7673725001513958, 0.7837993002030998, 0.8006117001641542, 0.8174499000888318, 0.8344776001758873, 0.8503864000085741, 0.8669314000289887, 0.8843053001910448]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",0,0,0,0,1,0,1,0,7.713633599923924,,,,,,7.7003462999127805,7.700556600000709,7.713743699947372,8.201038700062782,8.224102600011975,11.220669100061059,3,11.225041399942711,11.721438500098884,11.726667399983853,12.222225399920717,14.228898199973628,14.229521000059322,14.251220500096679,15.119223699904978,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008333333333333333, 0.019166666666666665, 0.024166666666666666, 0.0275, 0.03, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334, 0.030833333333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0025, 0.005, 0.005833333333333334, 0.006666666666666667, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075, 0.0075]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.033836300019174814, 0.050425800029188395, 0.06717200018465519, 0.08410220011137426, 0.10032700002193451, 0.11727190017700195, 0.13373810006305575, 0.15061750006861985, 0.16727000009268522, 0.1837503002025187, 0.2006295002065599, 0.217214000178501, 0.2338037001900375, 0.2505160002037883, 0.26696670008823276, 0.28378820000216365, 0.30040940013714135, 0.31710160011425614, 0.3340364000760019, 0.35036750021390617, 0.3672628002241254, 0.3840422001667321, 0.4004991000983864, 0.41727880015969276, 0.4350736001506448, 0.4519503000192344, 0.46841690014116466, 0.4843703000806272, 0.501017700182274, 0.5172651000320911, 0.5338088001590222, 0.5512449000962079, 0.5671648001298308, 0.5837182002142072, 0.6014060000889003, 0.617199000203982, 0.6340211001224816, 0.6510281001683325, 0.667280700057745, 0.6841123001649976, 0.7008387001696974, 0.7171299001201987, 0.7337730000726879, 0.750650100177154, 0.7673725001513958, 0.7837993002030998, 0.8006117001641542, 0.8174499000888318, 0.8344776001758873, 0.8503864000085741, 0.8669314000289887, 0.8843053001910448]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1,True,15.135978099890053,15.136281599989161,167447,001,2025-06-25_15h56.16.820,KeoghRevisedRetrocueTask,2024.2.4,60.07048672835638,2025-06-25 15h56.22.503375 -0700,
2,0,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0008333333333333334, -0.0008333333333333334, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.033616699976846576, 0.05044249980710447, 0.066934899892658, 0.08374319993890822, 0.10031799995340407, 0.11746099987067282, 0.13416050001978874, 0.15110639994964004, 0.16767649981193244, 0.18370519997552037, 0.20074929995462298, 0.21775469998829067, 0.23438019980676472, 0.25052499980665743, 0.2676895000040531, 0.2841262000147253, 0.30097909993492067, 0.31732229981571436, 0.33425650000572205, 0.3510227999649942, 0.36720489989966154, 0.3838359999936074, 0.40070399991236627, 0.41759209986776114, 0.43432499980553985, 0.4510219998192042, 0.4676622999832034, 0.4843574999831617, 0.5006402998697013, 0.5172707999590784, 0.53473149985075, 0.551586200017482, 0.5674572999123484, 0.5840623998083174, 0.600985299795866, 0.6175730999093503, 0.6340015998575836, 0.6508618998341262, 0.6677588999737054, 0.6839426998049021, 0.7015184999909252]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",0,0,0,0,2,0,2,0,15.150745199993253,,,,,,15.136833199998364,15.137145499931648,15.150854399893433,15.63747479999438,15.667827399913222,18.644969600019976,3,18.6490547999274,19.145607699872926,19.15019749989733,19.64621110004373,21.652493000030518,21.653132299892604,21.674816800048575,22.360478800022975,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0008333333333333334, -0.0008333333333333334, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668, -0.0016666666666666668]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.033616699976846576, 0.05044249980710447, 0.066934899892658, 0.08374319993890822, 0.10031799995340407, 0.11746099987067282, 0.13416050001978874, 0.15110639994964004, 0.16767649981193244, 0.18370519997552037, 0.20074929995462298, 0.21775469998829067, 0.23438019980676472, 0.25052499980665743, 0.2676895000040531, 0.2841262000147253, 0.30097909993492067, 0.31732229981571436, 0.33425650000572205, 0.3510227999649942, 0.36720489989966154, 0.3838359999936074, 0.40070399991236627, 0.41759209986776114, 0.43432499980553985, 0.4510219998192042, 0.4676622999832034, 0.4843574999831617, 0.5006402998697013, 0.5172707999590784, 0.53473149985075, 0.551586200017482, 0.5674572999123484, 0.5840623998083174, 0.600985299795866, 0.6175730999093503, 0.6340015998575836, 0.6508618998341262, 0.6677588999737054, 0.6839426998049021, 0.7015184999909252]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]",1,True,22.377733299974352,22.378040299983695,167447,001,2025-06-25_15h56.16.820,KeoghRevisedRetrocueTask,2024.2.4,60.07048672835638,2025-06-25 15h56.22.503375 -0700,
