thisN,thisTrialN,thisRepN,expBlk.thisRepN,expBlk.thisTrialN,expBlk.thisN,expBlk.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,blockInit.started,blockInit.stopped,trlInit.started,trlInit.stopped,fixationCircle.started,fixationCircle.stopped,stim.started,stim.stopped,stimT,preCueRest.started,preCueRest.stopped,retrocue.started,retrocue.stopped,delayCode_2.started,delayCode_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,0.129355699998996,0.1297807000009925,,,,,,,,,,,,,,,,962941,001,2025-05-05_18h03.17.041,KeoghRevisedRetrocueTask,2024.2.4,59.86866013215055,2025-05-05 18h03.25.410155 -0700,
0,0,0,0,0,0,0,0,0,0,0,0.14416890000211424,,,,0.1300215000010212,0.13021999999909895,0.1306302000011783,0.13088020000213874,0.14556020000236458,0.1459123999993608,0.21147190000192495,3.200139799999306,3,3.2115881999998237,3.7009158000000753,3.712399500000174,4.201652100000501,4.210525599999528,4.210859999999229,962941,001,2025-05-05_18h03.17.041,KeoghRevisedRetrocueTask,2024.2.4,59.86866013215055,2025-05-05 18h03.25.410155 -0700,
1,0,1,,,,,1,0,1,0,4.225509500000044,,,,,,4.211081600002217,4.211299400001735,4.227161499999056,4.227547999998933,4.278305700001511,7.262771900001098,3,7.278817900001741,,,,,,,,,,,,,
