thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,fixation.started,circle.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.021726300001319032,0.022357400001055794,,,531886,001,2025-04-28_14h44.12.811,KeoghRevisedRetrocueTask,2024.2.4,59.9325279595081,2025-04-28 14h44.16.133858 -0700,
,,,,0.022379500001989072,0.036615100001654355,,,,,,,,
