trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.005943500000284985,0.0063147000000753906,693853,001,2025-04-28_14h34.49.321,KeoghRevisedRetrocueTask,2024.2.4,59.918343281684876,2025-04-28 14h34.53.284417 -0700,
