thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010036200001195539,0.010489600001164945,162650,001,2025-04-28_15h12.19.528,KeoghRevisedRetrocueTask,2024.2.4,60.08167502975683,2025-04-28 15h12.25.618454 -0700,
