thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,fixation.started,circle.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011980499999481253,0.012600300000485731,,,316638,001,2025-04-28_14h43.30.056,KeoghRevisedRetrocueTask,2024.2.4,60.22257057710928,2025-04-28 14h43.33.653776 -0700,
,,,,0.012623499998881016,0.027385099998355145,,,,,,,,
