thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.020932400002493523,0.021387799999502022,396832,001,2025-04-28_15h12.13.666,KeoghRevisedRetrocueTask,2024.2.4,60.08322728584644,2025-04-28 15h12.20.100214 -0700,
