thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01292679994367063,0.013104100013151765,678208,001,2025-04-27_17h39.55.323,KeoghRevisedRetrocueTask,2024.2.4,75.21613355934397,2025-04-27 17h39.58.406382 -0700,
