thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,fixationCircle.started,fixationCircle.stopped,retrocue.started,retrocue.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012891499998659128,0.013491699999576667,,,,,037880,001,2025-04-28_15h18.35.532,KeoghRevisedRetrocueTask,2024.2.4,60.16260749578293,2025-04-28 15h18.39.877852 -0700,
,,,,3.046941999997216,3.0474231999978656,,,037880,001,2025-04-28_15h18.35.532,KeoghRevisedRetrocueTask,2024.2.4,60.16260749578293,2025-04-28 15h18.39.877852 -0700,
,,,,,,3.0625930999995035,3.062909899999795,037880,001,2025-04-28_15h18.35.532,KeoghRevisedRetrocueTask,2024.2.4,60.16260749578293,2025-04-28 15h18.39.877852 -0700,
