thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01141500000085216,0.012113400000089314,289028,001,2025-04-28_14h02.52.552,KeoghRevisedRetrocueTask,2024.2.4,60.15033975949778,2025-04-28 14h02.57.517633 -0700,
