thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,retrocue.started,retrocue.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.022313199999189237,0.022763699998904485,,,215312,001,2025-04-28_14h53.41.336,KeoghRevisedRetrocueTask,2024.2.4,59.87643897981758,2025-04-28 14h53.45.350797 -0700,
,,,,0.02278630000000703,0.023036300000967458,215312,001,2025-04-28_14h53.41.336,KeoghRevisedRetrocueTask,2024.2.4,59.87643897981758,2025-04-28 14h53.45.350797 -0700,
