trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.016035399999964284,0.016516899999260204,060983,001,2025-04-28_14h05.55.007,KeoghRevisedRetrocueTask,2024.2.4,60.04365173473507,2025-04-28 14h05.59.654904 -0700,
