thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,fixation.started,circle.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.019991699999081902,0.020571799999743234,,,208980,001,2025-04-28_14h47.30.898,KeoghRevisedRetrocueTask,2024.2.4,59.84920394494259,2025-04-28 14h47.34.254336 -0700,
,,,,0.020608499999070773,0.03547029999754159,,,,,,,,
