thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.018364100018516183,0.018674399936571717,376546,001,2025-04-27_17h42.27.025,KeoghRevisedRetrocueTask,2024.2.4,75.82346165987302,2025-04-27 17h42.30.858149 -0700,
