trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.009790899999643443,0.010153600000194274,502141,001,2025-04-28_14h06.33.958,KeoghRevisedRetrocueTask,2024.2.4,59.57292172348846,2025-04-28 14h06.38.602755 -0700,
