thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,fixation.started,circle.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.00929050000195275,0.009709000001748791,,,605815,001,2025-04-28_14h42.33.356,KeoghRevisedRetrocueTask,2024.2.4,60.072146648509545,2025-04-28 14h42.37.089583 -0700,
,,,,0.009726700001920108,0.02497150000272086,,,,,,,,
