thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,fixation.started,circle.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012436699998943368,0.01297829999748501,,,890912,001,2025-04-28_14h46.58.703,KeoghRevisedRetrocueTask,2024.2.4,60.23406959435945,2025-04-28 14h47.02.756440 -0700,
,,,,0.01300959999935003,0.02831519999745069,,,,,,,,
