8.1371 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.1401 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.1451 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.1714 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.1746 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.2708 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.4358 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.4739 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.4802 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.5030 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.5056 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.5149 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.5418 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.5481 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.5698 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.5729 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.5759 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.5810 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.6038 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
8.6088 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.2057 	DATA 	Mouse: wheel shift=(0,1), pos=(619,328)
9.2151 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.2387 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.2417 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.2458 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.2717 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.2804 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.3690 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.6385 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.6405 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.6474 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.6715 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.6764 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.7031 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.7059 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.7359 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
9.7380 	DATA 	Mouse: wheel shift=(0,0), pos=(619,328)
11.5396 	DATA 	Mouse: wheel shift=(0,-1), pos=(483,502)
11.5439 	DATA 	Mouse: wheel shift=(0,0), pos=(483,502)
11.5695 	DATA 	Mouse: wheel shift=(0,0), pos=(483,502)
11.5725 	DATA 	Mouse: wheel shift=(0,0), pos=(483,502)
11.5744 	DATA 	Mouse: wheel shift=(0,0), pos=(483,502)
11.5815 	DATA 	Mouse: wheel shift=(0,0), pos=(483,502)
11.6068 	DATA 	Mouse: wheel shift=(0,0), pos=(483,502)
12.7381 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
12.7412 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
12.7453 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
12.7704 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
12.7721 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
12.7810 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
12.8045 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
12.8086 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
12.8139 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.0720 	DATA 	Mouse: wheel shift=(0,-3), pos=(317,381)
13.0797 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.1035 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.1065 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.1126 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.1362 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.1712 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.2023 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.2053 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.2141 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.2366 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
13.2695 	DATA 	Mouse: wheel shift=(0,0), pos=(317,381)
16.6181 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
16.6201 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
16.6251 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
16.6502 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
16.6520 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
16.6617 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
16.6851 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
16.6870 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
16.7176 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
16.7204 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
17.1836 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
17.1866 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
17.1923 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
17.2192 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
17.2208 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
17.2900 	DATA 	Mouse: wheel shift=(0,0), pos=(148,519)
19.3212 	DATA 	Mouse: wheel shift=(0,1), pos=(157,565)
19.3305 	DATA 	Mouse: wheel shift=(0,0), pos=(157,565)
19.3542 	DATA 	Mouse: wheel shift=(0,0), pos=(157,565)
19.3573 	DATA 	Mouse: wheel shift=(0,0), pos=(157,565)
19.3621 	DATA 	Mouse: wheel shift=(0,0), pos=(157,565)
19.3853 	DATA 	Mouse: wheel shift=(0,0), pos=(157,565)
19.4198 	DATA 	Mouse: wheel shift=(0,0), pos=(157,565)
20.3514 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.3548 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.3642 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.3888 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.3968 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.4225 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.4251 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.4554 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.4929 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.6207 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.6235 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.9204 	DATA 	Mouse: wheel shift=(0,1), pos=(98,330)
20.9310 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.9550 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.9579 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.9640 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
20.9878 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.0864 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.3553 	DATA 	Mouse: wheel shift=(0,-1), pos=(98,330)
21.3572 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.3643 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.3895 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.3923 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.4186 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.4218 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.4300 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.4532 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.4557 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.4607 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.4859 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.4888 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.7956 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.8218 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.8294 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
21.8534 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.2206 	DATA 	Mouse: wheel shift=(0,-1), pos=(98,330)
22.2225 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.2516 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.2545 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.2577 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.2866 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.3212 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.5878 	DATA 	Mouse: wheel shift=(0,1), pos=(98,330)
22.5908 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.6191 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.6211 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.6266 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.6505 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.6520 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.7877 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
22.8205 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
28.9353 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
28.9373 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
28.9457 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
28.9698 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
28.9993 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
29.5353 	DATA 	Mouse: wheel shift=(0,-1), pos=(98,330)
29.5402 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
29.5667 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
29.5682 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
29.5741 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
29.6020 	DATA 	Mouse: wheel shift=(0,0), pos=(98,330)
31.0033 	DATA 	Mouse: wheel shift=(0,0), pos=(55,286)
31.0379 	DATA 	Mouse: wheel shift=(0,0), pos=(55,286)
31.0707 	DATA 	Mouse: wheel shift=(0,0), pos=(55,286)
31.0738 	DATA 	Mouse: wheel shift=(0,0), pos=(55,286)
31.1083 	DATA 	Mouse: wheel shift=(0,0), pos=(55,286)
32.1053 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.1084 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.1136 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.1364 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.1392 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.1680 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.1713 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.1753 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.2021 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.2054 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.2370 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.7448 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.7693 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.7762 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.8054 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
32.8114 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
33.3341 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
33.3364 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
33.3383 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
33.3693 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
33.3724 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
35.5152 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
35.5172 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
35.5202 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
35.5329 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
35.5356 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
35.5677 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
35.5754 	DATA 	Mouse: wheel shift=(0,0), pos=(86,242)
42.3701 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.3730 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.3793 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.4024 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.4060 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.4128 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.4363 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.4403 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.4673 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.4703 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
42.4776 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.7022 	DATA 	Mouse: wheel shift=(0,-1), pos=(234,347)
43.7100 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.7335 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.7363 	DATA 	Mouse: wheel shift=(0,-1), pos=(234,347)
43.7452 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.7700 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.7719 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.7998 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.8024 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.8367 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.8462 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.8679 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.9000 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.9019 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.9088 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
43.9349 	DATA 	Mouse: wheel shift=(0,0), pos=(234,347)
45.0838 	DATA 	Mouse: wheel shift=(0,0), pos=(263,338)
45.0869 	DATA 	Mouse: wheel shift=(0,0), pos=(263,338)
45.0944 	DATA 	Mouse: wheel shift=(0,0), pos=(263,338)
45.1204 	DATA 	Mouse: wheel shift=(0,0), pos=(263,338)
45.1297 	DATA 	Mouse: wheel shift=(0,0), pos=(263,338)
45.1538 	DATA 	Mouse: wheel shift=(0,0), pos=(263,338)
45.1575 	DATA 	Mouse: wheel shift=(0,0), pos=(263,338)
45.6200 	DATA 	Mouse: wheel shift=(0,0), pos=(263,338)
45.6259 	DATA 	Mouse: wheel shift=(0,0), pos=(263,338)
