trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.005157399999006884,0.005768700000771787,317579,001,2025-04-28_14h21.34.192,KeoghRevisedRetrocueTask,2024.2.4,59.98418816849424,2025-04-28 14h21.38.048245 -0700,
