trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,loadExpVar.started,loadExpVar.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.02206110000042827,0.022726700000930578,182712,001,2025-04-28_15h25.28.155,KeoghRevisedRetrocueTask,2024.2.4,60.00992564174294,2025-04-28 15h25.31.868980 -0700,
